,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
1208,Lexus,2004.0,Nigerian Used,195760.0,3300.0,Petrol,Automatic,2496000.0
1209,Toyota,2008.0,Nigerian Used,308809.0,3500.0,Petrol,Automatic,2625000.0
1210,Hyundai,2014.0,Foreign Used,112615.0,2400.0,Petrol,Automatic,6825000.0
1211,Toyota,2007.0,Nigerian Used,91854.0,2400.0,Petrol,Automatic,2205000.0
1212,Lexus,2006.0,Nigerian Used,310182.0,3000.0,Petrol,Automatic,2310000.0
1213,Toyota,2008.0,Nigerian Used,211165.0,3500.0,Petrol,Automatic,2625000.0
1214,Lexus,2007.0,Nigerian Used,228749.0,2500.0,Petrol,Automatic,2782500.0
1215,Lexus,2010.0,Nigerian Used,163603.0,3500.0,Petrol,Automatic,4688000.0
1217,Toyota,2010.0,Nigerian Used,87786.0,2400.0,Petrol,Automatic,3150000.0
1218,Land Rover,2014.0,Foreign Used,204656.0,3500.0,Petrol,Automatic,22050000.0
1219,Toyota,2004.0,Nigerian Used,138325.0,4700.0,Petrol,Automatic,2912000.0
1220,Lexus,2005.0,Nigerian Used,152784.0,2500.0,Petrol,Automatic,2782500.0
1221,Acura,2009.0,Nigerian Used,10351.0,3500.0,Petrol,Automatic,3640000.0
1222,Lexus,2004.0,Nigerian Used,106126.0,3300.0,Petrol,Automatic,2288000.0
1223,Mercedes-Benz,2007.0,Foreign Used,305375.0,3500.0,Petrol,Automatic,3675000.0
1224,Toyota,2009.0,Foreign Used,306514.0,1800.0,Petrol,Automatic,3570000.0
1225,Acura,2007.0,Nigerian Used,354807.0,3700.0,Petrol,Automatic,2572500.0
1226,Toyota,2010.0,Foreign Used,93012.0,1800.0,Petrol,Automatic,4680000.0
1227,Toyota,2009.0,Nigerian Used,256020.0,2400.0,Petrol,Automatic,2600000.0
1228,Ford,2010.0,Nigerian Used,83505.0,1600.0,Petrol,Automatic,1912500.0
1229,Toyota,2011.0,Nigerian Used,145611.0,3500.0,Petrol,Automatic,2520000.0
1230,Lexus,2002.0,Foreign Used,194524.0,3300.0,Petrol,Automatic,2520000.0
1231,Hyundai,2012.0,Foreign Used,180555.0,1800.0,Petrol,Automatic,3990000.0
1232,Nissan,2008.0,Foreign Used,113279.0,3500.0,Petrol,Automatic,3675000.0
1233,MG,2003.0,Nigerian Used,105744.0,1800.0,Diesel,Automatic,1575000.0
1234,Lexus,2007.0,Foreign Used,259837.0,3500.0,Petrol,Automatic,4732000.0
1238,Lexus,2002.0,Nigerian Used,125060.0,3000.0,Petrol,Automatic,2496000.0
1239,Ford,2010.0,Nigerian Used,280188.0,3000.0,Petrol,Automatic,2625000.0
1240,Toyota,2008.0,Nigerian Used,211165.0,3500.0,Petrol,Automatic,2625000.0
1241,Toyota,2004.0,Nigerian Used,258147.0,3300.0,Petrol,Automatic,2496000.0
1243,Toyota,2012.0,Nigerian Used,34224.0,3500.0,Petrol,Automatic,4410000.0
1244,Lexus,2005.0,Nigerian Used,76060.0,3300.0,Petrol,Automatic,2600000.0
1245,Toyota,2009.0,Nigerian Used,136477.0,1800.0,Petrol,Automatic,3692000.0
1246,Toyota,2007.0,Nigerian Used,102334.0,2400.0,Petrol,Automatic,2415000.0
1247,Ford,2009.0,Nigerian Used,11096.0,3500.0,Petrol,Automatic,2100000.0
1248,Toyota,2011.0,Nigerian Used,57764.0,1800.0,Petrol,Automatic,4680000.0
1249,Toyota,2005.0,Nigerian Used,436987.0,1600.0,Petrol,Automatic,2137500.0
1250,Lexus,2004.0,Nigerian Used,195760.0,3300.0,Petrol,Automatic,2496000.0
1251,Toyota,2008.0,Foreign Used,166063.0,2400.0,Petrol,Automatic,3952000.0
1252,Acura,2008.0,Nigerian Used,186539.0,3700.0,Petrol,Automatic,2940000.0
1253,Toyota,2009.0,Nigerian Used,240394.0,1800.0,Petrol,Automatic,3432000.0
1255,Mercedes-Benz,2013.0,Nigerian Used,82908.0,3500.0,Petrol,Automatic,4680000.0
1256,Toyota,2009.0,Nigerian Used,120332.0,2400.0,Petrol,Automatic,2600000.0
1257,Mercedes-Benz,2006.0,Foreign Used,242654.0,5000.0,Petrol,Automatic,4725000.0
1258,Pontiac,2009.0,Foreign Used,246153.0,1800.0,Petrol,Automatic,3360000.0
1259,Chrysler,2013.0,Foreign Used,182823.0,2400.0,Petrol,Automatic,4200000.0
1260,Lexus,2009.0,Nigerian Used,1530065.0,3500.0,Petrol,Automatic,4784000.0
1261,Toyota,2012.0,Foreign Used,89735.0,1800.0,Petrol,Automatic,5200000.0
1262,Infiniti,2006.0,Nigerian Used,169239.0,5600.0,Petrol,Automatic,1675000.0
1263,Ford,2013.0,Nigerian Used,99988.0,3500.0,Petrol,Automatic,2625000.0
1264,Toyota,2006.0,Nigerian Used,341149.0,3500.0,Petrol,Automatic,2625000.0
1265,Toyota,2004.0,Nigerian Used,96072.0,4000.0,Petrol,Automatic,1837500.0
1266,Lexus,2005.0,Foreign Used,101051.0,3300.0,Petrol,Automatic,2520000.0
1268,Ford,2013.0,Foreign Used,150025.0,2000.0,Petrol,Automatic,3990000.0
1269,Toyota,2007.0,Foreign Used,184835.0,2400.0,Petrol,Automatic,3952000.0
1270,Hyundai,2013.0,Nigerian Used,102268.0,1800.0,Petrol,Automatic,3120000.0
1271,Acura,2006.0,Nigerian Used,114031.0,3500.0,Petrol,Automatic,1768000.0
1272,Toyota,2013.0,Nigerian Used,50411.0,1800.0,Petrol,Automatic,3150000.0
1273,Toyota,2007.0,Foreign Used,258598.0,1800.0,Petrol,Automatic,3328000.0
1275,Hyundai,2013.0,Nigerian Used,85345.0,2400.0,Petrol,Automatic,4042500.0
1276,Hyundai,2012.0,Nigerian Used,58248.0,2000.0,Petrol,Automatic,3125000.0
1277,Toyota,2013.0,Nigerian Used,50411.0,1800.0,Petrol,Automatic,3150000.0
1278,Hyundai,2011.0,Foreign Used,102194.0,1800.0,Petrol,Automatic,3465000.0
1279,Acura,2009.0,Nigerian Used,429408.0,3700.0,Petrol,Automatic,2625000.0
1280,Lexus,2006.0,Nigerian Used,310182.0,3000.0,Petrol,Automatic,2310000.0
1281,Lexus,2002.0,Foreign Used,427071.0,3000.0,Petrol,Automatic,2887500.0
1282,Toyota,2015.0,Foreign Used,62148.0,1800.0,Petrol,Automatic,5775000.0
1283,Lexus,2008.0,Nigerian Used,132323.0,3500.0,Petrol,Automatic,2625000.0
1284,Toyota,2009.0,Nigerian Used,196918.0,2400.0,Petrol,Automatic,3328000.0
1285,Toyota,2007.0,Nigerian Used,203882.0,3300.0,Petrol,Automatic,2500000.0
1287,Toyota,2010.0,Nigerian Used,133492.0,2400.0,Petrol,Automatic,2964000.0
1288,Toyota,2015.0,Nigerian Used,90272.0,2400.0,Petrol,Automatic,5928000.0
1289,Toyota,2006.0,Foreign Used,290415.0,3500.0,Petrol,Automatic,2625000.0
1290,Acura,2010.0,Nigerian Used,112020.0,3700.0,Petrol,Automatic,4680000.0
1291,Hyundai,2014.0,Nigerian Used,101951.0,2000.0,Petrol,Automatic,3360000.0
1294,Lexus,2008.0,Nigerian Used,213189.0,3500.0,Petrol,Automatic,3360000.0
1296,Toyota,2013.0,Foreign Used,195542.0,1800.0,Petrol,Automatic,4992000.0
1297,Toyota,2015.0,Foreign Used,46336.0,3500.0,Petrol,Automatic,15080000.0
1298,Ford,2010.0,Foreign Used,463172.0,3000.0,Petrol,Automatic,2835000.0
1299,Hyundai,2014.0,Foreign Used,122936.0,3800.0,Petrol,Automatic,5565000.0
1300,Ford,2007.0,Foreign Used,292069.0,3500.0,Petrol,Automatic,3640000.0
1301,Toyota,2004.0,Nigerian Used,165284.0,3300.0,Petrol,Automatic,2756000.0
1302,Pontiac,2007.0,Foreign Used,322537.0,3400.0,Petrol,Automatic,2205000.0
1303,Toyota,2007.0,Foreign Used,194783.0,2000.0,Petrol,Automatic,4160000.0
1305,Mercedes-Benz,2007.0,Foreign Used,305375.0,3500.0,Petrol,Automatic,3675000.0
1306,Toyota,2004.0,Nigerian Used,141882.0,3500.0,Petrol,Automatic,2310000.0
1307,Toyota,2010.0,Foreign Used,219320.0,1800.0,Petrol,Automatic,3952000.0
1308,Mercedes-Benz,2008.0,Nigerian Used,324323.0,4700.0,Petrol,Automatic,6760000.0
1309,Toyota,2012.0,Foreign Used,279251.0,1800.0,Petrol,Automatic,4515000.0
1310,Lexus,2004.0,Nigerian Used,120847.0,3300.0,Petrol,Automatic,2392000.0
1311,Lexus,2006.0,Nigerian Used,128350.0,2500.0,Petrol,Automatic,2625000.0
1312,Toyota,2005.0,Nigerian Used,94077.0,3300.0,Petrol,Automatic,2520000.0
1313,Mercedes-Benz,2006.0,Nigerian Used,13571.0,3400.0,Petrol,Automatic,3744000.0
1314,Toyota,2009.0,Nigerian Used,134528.0,3500.0,Petrol,Automatic,2704000.0
1315,Hummer,2005.0,Nigerian Used,139809.0,6000.0,Petrol,Automatic,6300000.0
1316,Lexus,2003.0,Nigerian Used,206338.0,3000.0,Petrol,Automatic,2100000.0
1317,Hyundai,2016.0,Nigerian Used,33844.0,2000.0,Petrol,Automatic,6344000.0
1318,Lexus,2005.0,Nigerian Used,148435.0,3000.0,Petrol,Automatic,2310000.0
1319,Hyundai,2015.0,Foreign Used,127274.0,5000.0,Petrol,Automatic,10500000.0
1320,Toyota,2008.0,Nigerian Used,45961.0,3500.0,Petrol,Automatic,2205000.0
1321,Toyota,2015.0,Foreign Used,46336.0,3500.0,Petrol,Automatic,15080000.0
1322,Ford,2010.0,Nigerian Used,248893.0,3500.0,Petrol,Automatic,2467500.0
1323,Lexus,2006.0,Nigerian Used,121412.0,3300.0,Petrol,Automatic,2310000.0
1324,Lexus,2002.0,Nigerian Used,218353.0,3000.0,Petrol,Automatic,1995000.0
1325,Dodge,2008.0,Nigerian Used,2870739.0,3500.0,Petrol,Automatic,2100000.0
1326,Toyota,2010.0,Foreign Used,185460.0,1800.0,Petrol,Automatic,3622500.0
1327,Lexus,2005.0,Nigerian Used,156418.0,3300.0,Petrol,Automatic,3328000.0
1328,Toyota,2006.0,Nigerian Used,96343.0,3500.0,Petrol,Automatic,1995000.0
1329,Toyota,2008.0,Nigerian Used,93578.0,3500.0,Petrol,Automatic,3952000.0
1330,Toyota,2008.0,Foreign Used,166063.0,2400.0,Petrol,Automatic,3952000.0
1331,Toyota,2009.0,Nigerian Used,216256.0,1800.0,Petrol,Automatic,3120000.0
1332,Chevrolet,2011.0,Foreign Used,175142.0,3600.0,Petrol,Automatic,4725000.0
1333,Toyota,2008.0,Foreign Used,306427.0,5700.0,Petrol,Automatic,15080000.0
1334,Toyota,2016.0,Foreign Used,76965.0,1800.0,Petrol,Automatic,6090000.0
1335,Chrysler,2013.0,Foreign Used,182823.0,2400.0,Petrol,Automatic,4200000.0
1336,Toyota,2002.0,Nigerian Used,215340.0,3000.0,Petrol,Automatic,2200000.0
1337,Toyota,2005.0,Nigerian Used,436987.0,1600.0,Petrol,Automatic,2137500.0
1338,Toyota,2007.0,Nigerian Used,203882.0,3300.0,Petrol,Automatic,2500000.0
1339,Land Rover,2009.0,Nigerian Used,128701.0,4400.0,Petrol,Automatic,2940000.0
1340,Chrysler,2015.0,Nigerian Used,57904.0,3600.0,Petrol,Automatic,5040000.0
1341,Acura,2010.0,Nigerian Used,112020.0,3700.0,Petrol,Automatic,4680000.0
1343,Lexus,2002.0,Foreign Used,427071.0,3000.0,Petrol,Automatic,2887500.0
1344,Toyota,2012.0,Foreign Used,279251.0,1800.0,Petrol,Automatic,4515000.0
1345,Toyota,2007.0,Nigerian Used,108179.0,2400.0,Petrol,Automatic,2625000.0
1346,Toyota,2005.0,Nigerian Used,245731.0,3300.0,Petrol,Automatic,2310000.0
1347,Mercedes-Benz,2008.0,Nigerian Used,324323.0,4700.0,Petrol,Automatic,6760000.0
1348,Toyota,2010.0,Foreign Used,90364.0,1800.0,Petrol,Automatic,3858750.0
1349,Toyota,2003.0,Nigerian Used,342633.0,4000.0,Petrol,Automatic,2300000.0
1350,Toyota,2009.0,Foreign Used,171795.0,1800.0,Petrol,Automatic,3465000.0
1351,Lexus,2002.0,Nigerian Used,170739.0,3300.0,Petrol,Automatic,1785000.0
1352,Chevrolet,2012.0,Nigerian Used,215704.0,2400.0,Petrol,Automatic,3260000.0
1354,Toyota,2012.0,Nigerian Used,96357.0,1800.0,Petrol,Automatic,3640000.0
1355,Toyota,2003.0,Foreign Used,321420.0,3000.0,Petrol,Automatic,2641600.0
1356,Lexus,2006.0,Foreign Used,210836.0,3000.0,Petrol,Automatic,2835000.0
1358,Ford,2007.0,Nigerian Used,209088.0,3500.0,Petrol,Automatic,1890000.0
1359,Toyota,2010.0,Foreign Used,85212.0,2500.0,Petrol,Automatic,4264000.0
1360,Ford,2010.0,Nigerian Used,248893.0,3500.0,Petrol,Automatic,2467500.0
1361,Toyota,2006.0,Nigerian Used,96343.0,3500.0,Petrol,Automatic,1995000.0
1362,Lexus,2005.0,Nigerian Used,57855.0,3300.0,Petrol,Automatic,2835000.0
1363,Toyota,2007.0,Nigerian Used,200280.0,2000.0,Petrol,Automatic,2600000.0
1366,Mercedes-Benz,2010.0,Nigerian Used,84345.0,3500.0,Petrol,Automatic,5775000.0
1367,Toyota,2011.0,Foreign Used,77646.0,2500.0,Petrol,Automatic,2835000.0
1368,Toyota,2016.0,Nigerian Used,49604.0,1800.0,Petrol,Automatic,5200000.0
1369,Infiniti,2006.0,Nigerian Used,169239.0,5600.0,Petrol,Automatic,1675000.0
1370,Toyota,2007.0,Nigerian Used,144602.0,3300.0,Petrol,Automatic,2600000.0
1372,Toyota,2007.0,Foreign Used,10199.0,3500.0,Petrol,Automatic,2362500.0
1373,Chevrolet,2009.0,Foreign Used,274542.0,3600.0,Petrol,Automatic,6300000.0
1374,Toyota,2007.0,Nigerian Used,285350.0,2400.0,Petrol,Automatic,2205000.0
1375,Hyundai,2011.0,Foreign Used,89090.0,2400.0,Petrol,Automatic,4160000.0
1376,Toyota,2008.0,Nigerian Used,318285.0,2400.0,Petrol,Automatic,2964000.0
1377,Toyota,2010.0,Nigerian Used,189739.0,2500.0,Petrol,Automatic,3432000.0
1378,Ford,2007.0,Nigerian Used,95227.0,3500.0,Petrol,Automatic,2600000.0
1379,Lexus,2003.0,Nigerian Used,122125.0,3000.0,Petrol,Automatic,2080000.0
1380,Toyota,2003.0,Nigerian Used,112583.0,3000.0,Petrol,Automatic,2100000.0
1382,Toyota,2011.0,Nigerian Used,248863.0,3500.0,Petrol,Automatic,6240000.0
1383,Toyota,2009.0,Nigerian Used,274265.0,2400.0,Petrol,Automatic,2415000.0
1385,Toyota,2005.0,Nigerian Used,245731.0,3300.0,Petrol,Automatic,2310000.0
1386,Kia,2005.0,Foreign Used,162872.0,3500.0,Petrol,Automatic,2835000.0
1387,Toyota,2011.0,Nigerian Used,135036.0,1800.0,Petrol,Automatic,3224000.0
1388,Lexus,2008.0,Foreign Used,149092.0,3500.0,Petrol,Automatic,5145000.0
1389,Toyota,2007.0,Nigerian Used,105517.0,3500.0,Petrol,Automatic,2600000.0
1390,Toyota,2009.0,Nigerian Used,143829.0,2700.0,Petrol,Automatic,5512000.0
1391,Toyota,2002.0,Nigerian Used,215340.0,3000.0,Petrol,Automatic,2200000.0
1392,Lexus,2005.0,Nigerian Used,268389.0,3000.0,Petrol,Automatic,2415000.0
1393,Toyota,2008.0,Nigerian Used,101224.0,3500.0,Petrol,Automatic,2625000.0
1394,Toyota,2007.0,Nigerian Used,201547.0,2700.0,Petrol,Automatic,3120000.0
1395,Ford,2012.0,Nigerian Used,114305.0,2500.0,Petrol,Automatic,2100000.0
1396,Nissan,2008.0,Foreign Used,113279.0,3500.0,Petrol,Automatic,3675000.0
1397,Toyota,2016.0,Nigerian Used,49604.0,1800.0,Petrol,Automatic,5200000.0
1398,Mercedes-Benz,2010.0,Nigerian Used,161785.0,3500.0,Petrol,Automatic,5550000.0
1399,Hyundai,2011.0,Foreign Used,89090.0,2400.0,Petrol,Automatic,4160000.0
1400,Lexus,2008.0,Nigerian Used,136552.0,2500.0,Petrol,Automatic,2520000.0
1401,Toyota,2017.0,Nigerian Used,99735.0,2400.0,Petrol,Automatic,10500000.0
1402,Ford,2007.0,Nigerian Used,95227.0,3500.0,Petrol,Automatic,2600000.0
1404,Lexus,2008.0,Foreign Used,149092.0,3500.0,Petrol,Automatic,5145000.0
1405,Toyota,2004.0,Nigerian Used,261074.0,2400.0,Petrol,Automatic,3120000.0
1406,Dodge,2004.0,Nigerian Used,396150.0,3700.0,Petrol,Automatic,1575000.0
1407,Toyota,2009.0,Nigerian Used,276128.0,1500.0,Hybrid,Automatic,2625000.0
1409,Toyota,2015.0,Nigerian Used,65786.0,3500.0,Petrol,Automatic,6552000.0
1410,Lexus,2007.0,Nigerian Used,241931.0,3500.0,Petrol,Automatic,4888000.0
1411,Hyundai,2011.0,Foreign Used,196330.0,1800.0,Petrol,Automatic,4160000.0
1412,Toyota,2011.0,Nigerian Used,115034.0,2700.0,Petrol,Automatic,6968000.0
1413,Toyota,2003.0,Nigerian Used,342633.0,4000.0,Petrol,Automatic,2300000.0
1414,Toyota,2007.0,Nigerian Used,333942.0,3500.0,Petrol,Automatic,2600000.0
1415,Ford,2013.0,Nigerian Used,99988.0,3500.0,Petrol,Automatic,2625000.0
1416,Toyota,2005.0,Foreign Used,140590.0,2400.0,Petrol,Automatic,2808000.0
1419,Lexus,2008.0,Nigerian Used,136552.0,2500.0,Petrol,Automatic,2520000.0
1420,Kia,2013.0,Nigerian Used,37455.0,3500.0,Petrol,Automatic,3412500.0
1421,Toyota,2009.0,Nigerian Used,269616.0,1800.0,Petrol,Automatic,2415000.0
1423,Toyota,2003.0,Foreign Used,308967.0,3000.0,Petrol,Automatic,2415103.0
1424,SsangYong,2009.0,Nigerian Used,155231.0,2400.0,Petrol,Automatic,2625000.0
1425,Toyota,2010.0,Foreign Used,189486.0,1800.0,Petrol,Automatic,3570000.0
1426,Lexus,2002.0,Nigerian Used,218353.0,3000.0,Petrol,Automatic,1995000.0
1427,Kia,2015.0,Nigerian Used,88662.0,3300.0,Petrol,Automatic,10500000.0
1428,Toyota,2007.0,Nigerian Used,312282.0,3500.0,Petrol,Automatic,2496000.0
1429,Toyota,2009.0,Nigerian Used,164957.0,3500.0,Petrol,Automatic,2808000.0
1430,Toyota,2012.0,Nigerian Used,179951.0,5700.0,Petrol,Automatic,5250000.0
1431,Toyota,2010.0,Foreign Used,163019.0,1800.0,Petrol,Automatic,3780000.0
1432,Toyota,2014.0,Nigerian Used,71601.0,1800.0,Petrol,Automatic,4410000.0
1433,Hyundai,2011.0,Nigerian Used,99145.0,1800.0,Petrol,Automatic,3120000.0
1434,Acura,2006.0,Nigerian Used,112158.0,3500.0,Petrol,Automatic,1872000.0
1435,Toyota,2010.0,Nigerian Used,188499.0,2500.0,Petrol,Automatic,3120000.0
1436,Toyota,2011.0,Nigerian Used,144248.0,2500.0,Petrol,Automatic,2730000.0
1437,Toyota,2009.0,Nigerian Used,1449691.0,1600.0,Petrol,Automatic,2860000.0
1438,Toyota,2003.0,Foreign Used,151679.0,1800.0,Petrol,Automatic,2496000.0
1439,Chevrolet,2008.0,Nigerian Used,221552.0,2400.0,Hybrid,Automatic,2047500.0
1440,Toyota,2010.0,Foreign Used,210366.0,2500.0,Petrol,Automatic,5616000.0
1441,Mercedes-Benz,2012.0,Nigerian Used,280907.0,3500.0,Petrol,Automatic,3780000.0
1442,Toyota,2013.0,Nigerian Used,76486.0,2400.0,Petrol,Automatic,3744000.0
1443,Toyota,2007.0,Nigerian Used,115055.0,2400.0,Petrol,Automatic,2600000.0
1444,Lexus,2002.0,Nigerian Used,221831.0,3000.0,Petrol,Automatic,2184000.0
1445,Toyota,2012.0,Nigerian Used,93685.0,1800.0,Petrol,Automatic,4160000.0
1446,Jeep,2007.0,Nigerian Used,75157.0,3700.0,Petrol,Automatic,1575000.0
1447,Kia,2012.0,Nigerian Used,145309.0,3500.0,Petrol,Automatic,5250000.0
1448,Toyota,2009.0,Nigerian Used,264799.0,2400.0,Petrol,Automatic,2205000.0
1449,Kia,2016.0,Foreign Used,77152.0,3000.0,Petrol,Automatic,9450000.0
1450,Hyundai,2010.0,Nigerian Used,112204.0,2200.0,Petrol,Automatic,4200000.0
1452,Toyota,2009.0,Nigerian Used,236354.0,2400.0,Petrol,Automatic,2600000.0
1453,Toyota,2004.0,Nigerian Used,261074.0,2400.0,Petrol,Automatic,3120000.0
1454,Lexus,2003.0,Nigerian Used,191482.0,3000.0,Petrol,Automatic,1995000.0
1455,Acura,2010.0,Nigerian Used,168926.0,3000.0,Petrol,Automatic,4056000.0
1456,Chevrolet,2014.0,Nigerian Used,87498.0,1600.0,Petrol,Automatic,3150000.0
1457,Toyota,2004.0,Nigerian Used,267928.0,3300.0,Petrol,Automatic,2288000.0
1458,Mercedes-Benz,2010.0,Foreign Used,53401.0,3500.0,Petrol,Automatic,6310000.0
1459,Lexus,2002.0,Nigerian Used,190875.0,3000.0,Petrol,Automatic,2184000.0
1460,Toyota,2015.0,Nigerian Used,65786.0,3500.0,Petrol,Automatic,6552000.0
1462,Toyota,2005.0,Foreign Used,279479.0,3000.0,Petrol,Automatic,2415000.0
1463,Toyota,2009.0,Nigerian Used,125589.0,2400.0,Petrol,Automatic,2310000.0
1464,Toyota,2009.0,Nigerian Used,234265.0,2400.0,Petrol,Automatic,2520000.0
1465,Toyota,2003.0,Nigerian Used,270359.0,4700.0,Petrol,Automatic,2548000.0
1466,Ford,2008.0,Nigerian Used,252855.0,3500.0,Petrol,Automatic,1680000.0
1467,Toyota,2008.0,Foreign Used,342589.0,1800.0,Petrol,Automatic,3150000.0
1468,Pontiac,2010.0,Nigerian Used,95122.0,1800.0,Petrol,Automatic,3255000.0
1469,Toyota,2014.0,Nigerian Used,77468.0,1800.0,Petrol,Automatic,4515000.0
1470,Ford,2013.0,Nigerian Used,31192.0,1600.0,Petrol,Automatic,4680000.0
1471,Kia,2012.0,Nigerian Used,145309.0,3500.0,Petrol,Automatic,5250000.0
1472,Toyota,2004.0,Nigerian Used,261065.0,3300.0,Petrol,Automatic,2288000.0
1473,Acura,2010.0,Nigerian Used,168926.0,3000.0,Petrol,Automatic,4056000.0
1474,Toyota,2007.0,Nigerian Used,87034.0,2400.0,Petrol,Automatic,2100000.0
1475,Toyota,2009.0,Nigerian Used,128309.0,2500.0,Petrol,Automatic,2310000.0
1476,Toyota,2006.0,Nigerian Used,395083.0,3300.0,Petrol,Automatic,2100000.0
1477,Toyota,2003.0,Nigerian Used,270359.0,4700.0,Petrol,Automatic,2548000.0
1478,Hyundai,2014.0,Nigerian Used,91219.0,2000.0,Petrol,Automatic,4725000.0
1479,Mercedes-Benz,2010.0,Nigerian Used,74039.0,3500.0,Petrol,Automatic,5040000.0
1480,Toyota,2009.0,Nigerian Used,125589.0,2400.0,Petrol,Automatic,2310000.0
1481,Toyota,2009.0,Nigerian Used,236354.0,2400.0,Petrol,Automatic,2600000.0
1482,Hyundai,2019.0,Nigerian Used,43168.0,1600.0,Petrol,Automatic,6825000.0
1483,Toyota,2008.0,Nigerian Used,318285.0,2400.0,Petrol,Automatic,2964000.0
1484,Toyota,2007.0,Nigerian Used,299527.0,2400.0,Petrol,Automatic,2415000.0
1485,Toyota,2013.0,Nigerian Used,194940.0,1800.0,Petrol,Automatic,3536000.0
1487,Toyota,2007.0,Nigerian Used,115055.0,2400.0,Petrol,Automatic,2600000.0
1488,Kia,2013.0,Nigerian Used,134013.0,3800.0,Petrol,Automatic,4410000.0
1489,Toyota,2008.0,Foreign Used,342589.0,1800.0,Petrol,Automatic,3150000.0
1490,Pontiac,2003.0,Nigerian Used,175447.0,1800.0,Petrol,Automatic,2415000.0
1491,Toyota,2003.0,Foreign Used,308967.0,3000.0,Petrol,Automatic,2415103.0
1492,Lexus,2002.0,Nigerian Used,180360.0,3300.0,Petrol,Automatic,2080000.0
1493,Toyota,2007.0,Nigerian Used,23909.0,2400.0,Petrol,Automatic,2310000.0
1494,Toyota,1998.0,Nigerian Used,188782.0,3000.0,Petrol,Automatic,1560000.0
1495,Toyota,2011.0,Nigerian Used,168744.0,3500.0,Petrol,Automatic,4515000.0
1496,Hyundai,2011.0,Foreign Used,289790.0,4600.0,Petrol,Automatic,3150000.0
1497,Mercedes-Benz,2010.0,Foreign Used,53401.0,3500.0,Petrol,Automatic,6310000.0
1498,Toyota,2009.0,Nigerian Used,11582.0,3500.0,Petrol,AMT,4200000.0
1499,Toyota,2008.0,Nigerian Used,105864.0,2400.0,Petrol,Automatic,2600000.0
1500,Kia,2005.0,Foreign Used,200156.0,2900.0,Diesel,Automatic,2205000.0
1501,Lexus,2006.0,Nigerian Used,214198.0,2500.0,Petrol,Automatic,2310000.0
1502,Toyota,2005.0,Foreign Used,140590.0,2400.0,Petrol,Automatic,2808000.0
1503,Kia,2010.0,Foreign Used,112196.0,2000.0,Petrol,Automatic,2940000.0
1504,Infiniti,2008.0,Nigerian Used,357754.0,3500.0,Petrol,Automatic,2100000.0
1506,Kia,2017.0,Foreign Used,47979.0,2400.0,Petrol,Automatic,6300000.0
1507,Toyota,2010.0,Nigerian Used,222962.0,3500.0,Petrol,Automatic,2625000.0
1508,Toyota,2010.0,Nigerian Used,188499.0,2500.0,Petrol,Automatic,3120000.0
1509,Ford,2014.0,Nigerian Used,67462.0,1600.0,Petrol,Automatic,2205000.0
1510,Kia,2015.0,Nigerian Used,62440.0,3500.0,Petrol,Automatic,7350000.0
1511,Toyota,2007.0,Nigerian Used,333942.0,3500.0,Petrol,Automatic,2600000.0
1512,Pontiac,2010.0,Nigerian Used,95122.0,1800.0,Petrol,Automatic,3255000.0
1513,Toyota,2008.0,Nigerian Used,77035.0,2400.0,Petrol,Automatic,2500000.0
1514,Toyota,2009.0,Nigerian Used,185182.0,1800.0,Petrol,Automatic,2835000.0
1515,Kia,2010.0,Foreign Used,112196.0,2000.0,Petrol,Automatic,2940000.0
1516,Kia,2017.0,Foreign Used,47979.0,2400.0,Petrol,Automatic,6300000.0
1517,Lexus,2001.0,Nigerian Used,336469.0,3000.0,Petrol,Automatic,1680000.0
1518,Lexus,2006.0,Nigerian Used,79526.0,3300.0,Petrol,Automatic,2100000.0
1519,Toyota,2009.0,Nigerian Used,185182.0,1800.0,Petrol,Automatic,2835000.0
1520,Toyota,2004.0,Nigerian Used,100399.0,3000.0,Petrol,Automatic,2184000.0
1521,Ford,2014.0,Nigerian Used,67462.0,1600.0,Petrol,Automatic,2205000.0
1523,Hyundai,2009.0,Foreign Used,113451.0,3300.0,Petrol,Automatic,2940000.0
1524,Mazda,2006.0,Foreign Used,222788.0,2700.0,Petrol,Automatic,2415000.0
1525,Lexus,2007.0,Nigerian Used,241931.0,3500.0,Petrol,Automatic,4888000.0
1526,Hyundai,2013.0,Nigerian Used,98359.0,1800.0,Petrol,Automatic,3016000.0
1527,Lexus,2005.0,Nigerian Used,268389.0,3000.0,Petrol,Automatic,2415000.0
1528,Kia,2011.0,Nigerian Used,75459.0,1600.0,Petrol,Automatic,3675000.0
1529,Mercedes-Benz,2010.0,Foreign Used,53401.0,3500.0,Petrol,Automatic,6310000.0
